noun,gender,lang
zincographie,feminine,French
zincogravure,feminine,French
zincosite,feminine,French
Zincurtienne,feminine,French
zingibéracée,feminine,French
zinguerie,feminine,French
zinkénite,feminine,French
Zinneke,feminine,French
zinnspat,feminine,French
Zinoviéviste,feminine,French
Zinswilleroise,feminine,French
zippéite,feminine,French
zique,feminine,French
zircolite,feminine,French
zircone,feminine,French
zirconie,feminine,French
zirconite,feminine,French
zirlite,feminine,French
Zittersheimoise,feminine,French
zizaneuse,feminine,French
zizanie,feminine,French
zizique,feminine,French
zlatanmania,feminine,French
Zlinoise,feminine,French
zoanthrope,feminine,French
zoanthropie,feminine,French
zoïdiogamie,feminine,French
zoïdogamie,feminine,French
z'oie,feminine,French
zoïsite,feminine,French
zoïzite,feminine,French
zombificateuse,feminine,French
zomidine,feminine,French
zonalisation,feminine,French
zonpri,feminine,French
Zonzaise,feminine,French
zooanthroponose,feminine,French
zooarchéologie,feminine,French
zoobiologie,feminine,French
zoocécidie,feminine,French
zoocénose,feminine,French
zoochimie,feminine,French
zoochorie,feminine,French
zoogénie,feminine,French
yable,masculine,French
yagé,masculine,French
yaghnobi,masculine,French
yagtan,masculine,French
yamakasi,masculine,French
Yémen,masculine,French
yéniche,masculine,French
Yéniche,masculine,French
yerni,masculine,French
yéti,masculine,French
yéyé,masculine,French
yiddishophone,masculine,French
yindjibarndi,masculine,French
ylure,masculine,French
Yo,masculine,French
yobioctet,masculine,French
yoctokatal,masculine,French
yodleur,masculine,French
yogisme,masculine,French
yogiste,masculine,French
yoguiste,masculine,French
yohimbehe,masculine,French
yolier,masculine,French
yottaoctet,masculine,French
Yougoslave,masculine,French
youkou,masculine,French
youpala,masculine,French
youv,masculine,French
youvoi,masculine,French
youyou,masculine,French
yoyo,masculine,French
yponomeute,masculine,French
ypréau,masculine,French
Zabulon,masculine,French
Zacharie,masculine,French
zadisme,masculine,French
zadiste,masculine,French
Zaessinguois,masculine,French
zagotzerno,masculine,French
zâhir,masculine,French
Zahliote,masculine,French
zaï,masculine,French
zaïn,masculine,French
Zaïre,masculine,French
zaïre,masculine,French
Zabulon,masculine,French
Zacharie,masculine,French
zadisme,masculine,French
zadiste,masculine,French
Zaessinguois,masculine,French
zagotzerno,masculine,French
zâhir,masculine,French
Zahliote,masculine,French
zaï,masculine,French
zaïn,masculine,French
Zaïre,masculine,French
zaïre,masculine,French
zamac,masculine,French
zamak,masculine,French
zamal,masculine,French
zambretto,masculine,French
z'amendement,masculine,French
zamet,masculine,French
zamier,masculine,French
zancle,masculine,French
Zangi,masculine,French
Zangî,masculine,French
zanzibar,masculine,French
zapatisme,masculine,French
zapatiste,masculine,French
zappeur,masculine,French
zapping,masculine,French
zaptié,masculine,French
zar,masculine,French
zâr,masculine,French
Zarabe,masculine,French
zarater,masculine,French
zarb,masculine,French
zarbiste,masculine,French
zarfa,masculine,French
zarma,masculine,French
zarmaphone,masculine,French
Zaventemien,masculine,French
zayane,masculine,French
zaydisme,masculine,French
zaydiste,masculine,French
zaydite,masculine,French
zazou,masculine,French
zbeul,masculine,French
zboob,masculine,French
zboube,masculine,French
zdimoh,masculine,French
zeauzeau,masculine,French
zeb,masculine,French
Zebak,masculine,French
zebboudj,masculine,French
zébibit,masculine,French
zébioctet,masculine,French
zébrâne,masculine,French
zébrion,masculine,French
zèf,masculine,French
Zegerscappelois,masculine,French
zeidane,masculine,French
zéisme,masculine,French
zekat,masculine,French
zekkat,masculine,French
zélateur,masculine,French
zèle,masculine,French
zéleur,masculine,French
Zellenbergeois,masculine,French
zellige,masculine,French
zélote,masculine,French
zélotisme,masculine,French
zemindarat,masculine,French
zémindarat,masculine,French
zend,masculine,French
zendik,masculine,French
zendiq,masculine,French
zendrum,masculine,French
zénith,masculine,French
Zénobe,masculine,French
zénonisme,masculine,French
zénoniste,masculine,French
zéphire,masculine,French
zéphirin,masculine,French
Zéphirinien,masculine,French
zéphyr,masculine,French
zériba,masculine,French
zéro,masculine,French
zérotage,masculine,French
zérumbet,masculine,French
zest,masculine,French
zeste,masculine,French
zesteur,masculine,French
z'étage,masculine,French
zetat,masculine,French
zétète,masculine,French
zététicien,masculine,French
zéthrène,masculine,French
zeubi,masculine,French
zeugma,masculine,French
zeugopode,masculine,French
zeuhl,masculine,French
Zeus,masculine,French
zézaiement,masculine,French
zézayement,masculine,French
zézayeur,masculine,French
zgeg,masculine,French
zgégos,masculine,French
zgueg,masculine,French
zguègue,masculine,French
